Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Purchase Amount (VND)
8355,60,Male,Sweater,Clothing,Thanh Tri,L,Black,Spring,3.7,No,Bank Transfer,Express,Yes,Yes,19,Credit Card,Fortnightly,1025000
11006,61,Male,Hoodie,Clothing,Tan Phu,L,Turquoise,Summer,4.4,No,Credit Card,Store Pickup,Yes,Yes,45,PayPal,Fortnightly,1175000
12954,57,Female,Jacket,Accessories,Bac Tu Liem,L,Turquoise,Spring,4,Yes,Cash,Next Day Air,Yes,Yes,33,Credit Card,Bi-Weekly,675000
519,24,Male,Blouse,Clothing,District 10,M,Beige,Fall,2.9,Yes,PayPal,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months,2500000
674,35,Male,Shirt,Clothing,Phu Nhuan,M,Indigo,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,1650000
13467,67,Female,Coat,Clothing,Ung Hoa,L,Gray,Winter,3.9,No,PayPal,Store Pickup,No,Yes,17,Credit Card,Monthly,1400000
10274,53,Female,Gloves,Clothing,Tan Phu,M,Violet,Winter,4.6,No,Credit Card,Express,No,Yes,32,Cash,Weekly,1525000
30,31,Male,Dress,Clothing,Tay Ho,S,Black,Fall,4.1,Yes,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Weekly,1200000
15200,36,Female,Jacket,Clothing,District 4,L,Maroon,Summer,4.4,Yes,Cash,Express,Yes,Yes,24,Credit Card,Monthly,850000
4367,33,Male,Skirt,Accessories,District 2,S,Olive,Fall,4.4,Yes,Credit Card,2-Day Shipping,No,No,50,Debit Card,Weekly,1975000
3610,21,Female,Socks,Clothing,Phu Xuyen,M,Cyan,Summer,3,No,Debit Card,2-Day Shipping,No,No,31,Debit Card,Monthly,975000
13065,49,Female,Skirt,Outerwear,Thach That,M,Gray,Spring,4.1,Yes,Cash,Next Day Air,Yes,Yes,14,PayPal,Quarterly,2225000
8847,30,Male,Blouse,Clothing,Thu Duc,S,Charcoal,Fall,4.8,No,Debit Card,2-Day Shipping,Yes,Yes,10,Debit Card,Weekly,1275000
14296,23,Female,Blouse,Clothing,District 3,XL,Black,Summer,4.1,Yes,Debit Card,Store Pickup,No,Yes,41,Venmo,Bi-Weekly,750000
8759,39,Male,Dress,Accessories,Ha Dong,S,White,Winter,3.8,Yes,Credit Card,Express,Yes,No,34,PayPal,Bi-Weekly,575000
13829,52,Female,Shorts,Clothing,District 9,M,Charcoal,Spring,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,43,Credit Card,Weekly,525000
13628,24,Male,Socks,Clothing,Cau Giay,L,Green,Spring,3.4,Yes,Bank Transfer,Store Pickup,No,Yes,37,Credit Card,Fortnightly,1350000
13527,42,Male,Boots,Clothing,Hai Ba Trung,XL,Red,Winter,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,23,Credit Card,Weekly,2150000
4238,23,Female,Hat,Accessories,Tay Ho,M,Gray,Spring,3.6,No,Debit Card,Standard,No,Yes,48,Cash,Monthly,1000000
9528,50,Male,Belt,Clothing,Thanh Xuan,XL,Charcoal,Winter,3.6,Yes,Debit Card,2-Day Shipping,No,Yes,19,Debit Card,Monthly,1250000
10072,20,Female,Sweater,Accessories,Ba Vi,M,Maroon,Spring,4.4,Yes,PayPal,Express,Yes,Yes,45,Bank Transfer,Fortnightly,1725000
305,40,Male,Dress,Clothing,Hai Ba Trung,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2100000
77,50,Male,Hat,Accessories,Soc Son,S,Teal,Summer,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,32,Venmo,Monthly,1075000
15180,45,Male,Jeans,Outerwear,Ba Dinh,XL,Black,Winter,4.2,Yes,Venmo,Next Day Air,Yes,Yes,23,Debit Card,Monthly,1025000
4180,70,Male,Shorts,Clothing,Son Tay,M,Black,Fall,3.7,Yes,Cash,2-Day Shipping,No,Yes,10,Cash,Annually,1750000
484,23,Male,Hoodie,Clothing,Binh Thanh,M,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Debit Card,Weekly,1825000
8357,66,Female,Jeans,Clothing,District 4,M,Black,Winter,3.5,Yes,Credit Card,Store Pickup,No,No,29,Venmo,Fortnightly,550000
3814,61,Female,Pants,Clothing,District 8,M,Orange,Summer,4.1,No,Credit Card,Express,No,No,31,Venmo,Bi-Weekly,2225000
4253,19,Female,Belt,Accessories,Thach That,L,Maroon,Winter,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,50,Credit Card,Fortnightly,850000
32,33,Male,Dress,Clothing,District 10,L,Brown,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,45,Venmo,Monthly,1975000
252,21,Male,Handbag,Accessories,District 8,XL,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually,1275000
10828,64,Male,Dress,Footwear,Nam Tu Liem,S,Gray,Summer,3.8,Yes,Debit Card,Standard,Yes,Yes,9,PayPal,Annually,500000
10861,60,Female,Handbag,Accessories,District 7,S,Red,Winter,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Weekly,1925000
9170,39,Male,Shoes,Accessories,Hoang Mai,M,Red,Summer,4.5,Yes,Debit Card,2-Day Shipping,Yes,No,35,Venmo,Fortnightly,1150000
4229,69,Female,Socks,Clothing,Phu Nhuan,L,Green,Spring,2.6,Yes,Debit Card,Free Shipping,No,No,4,Bank Transfer,Annually,1850000
3925,63,Male,Shorts,Clothing,Go Vap,L,Gray,Spring,4.3,Yes,Bank Transfer,2-Day Shipping,No,Yes,9,Debit Card,Quarterly,1050000
14141,32,Male,Dress,Clothing,District 7,L,Charcoal,Summer,3.5,Yes,PayPal,Express,Yes,No,8,Credit Card,Quarterly,1400000
3528,25,Female,Blouse,Clothing,Long Bien,S,Charcoal,Spring,4.7,No,Cash,Free Shipping,No,No,1,Cash,Weekly,2425000
9641,21,Female,Sweater,Footwear,Ha Dong,M,Olive,Winter,4.3,No,Credit Card,2-Day Shipping,Yes,Yes,28,Venmo,Bi-Weekly,725000
13065,49,Female,Skirt,Outerwear,Thach That,M,Gray,Spring,4.1,Yes,Cash,Next Day Air,Yes,Yes,14,PayPal,Quarterly,2225000
12200,61,Female,Jewelry,Outerwear,Tay Ho,M,Turquoise,Summer,4.1,No,PayPal,Store Pickup,Yes,No,29,Credit Card,Fortnightly,1150000
14636,53,Male,Socks,Clothing,District 2,M,Black,Spring,3.9,No,Venmo,Next Day Air,Yes,Yes,39,Credit Card,Annually,2450000
15178,66,Male,Pants,Clothing,District 4,M,Maroon,Fall,4,Yes,PayPal,Express,Yes,No,37,Credit Card,Weekly,1225000
12861,55,Female,Pants,Clothing,District 10,L,Maroon,Winter,2.8,Yes,Debit Card,Free Shipping,No,Yes,7,Venmo,Quarterly,850000
10603,54,Female,Sneakers,Clothing,Thuong Tin,M,Green,Winter,4.4,Yes,Venmo,2-Day Shipping,Yes,Yes,30,PayPal,Monthly,2100000
4174,27,Female,T-shirt,Clothing,Dan Phuong,M,Black,Winter,4.3,Yes,Bank Transfer,Express,Yes,No,19,Venmo,Weekly,1450000
8369,55,Female,Backpack,Accessories,Binh Thanh,S,Gray,Spring,4.7,No,Cash,Standard,Yes,Yes,3,Venmo,Weekly,1600000
10260,29,Female,Belt,Accessories,Long Bien,XL,Black,Winter,4.2,Yes,Bank Transfer,Next Day Air,Yes,Yes,10,Cash,Annually,1150000
8847,30,Male,Blouse,Clothing,Thu Duc,S,Charcoal,Fall,4.8,No,Debit Card,2-Day Shipping,Yes,Yes,10,Debit Card,Weekly,1275000
10868,44,Male,Socks,Footwear,District 9,XL,Black,Summer,3.6,No,Debit Card,Store Pickup,No,Yes,21,Cash,Fortnightly,1825000
10189,27,Male,Pants,Outerwear,Thanh Tri,S,Olive,Winter,4.2,Yes,Bank Transfer,Free Shipping,No,Yes,36,Cash,Bi-Weekly,1275000
13775,29,Male,Sneakers,Outerwear,District 7,L,Maroon,Summer,3.9,No,Venmo,Next Day Air,No,Yes,47,Venmo,Fortnightly,2075000
4420,28,Male,Sandals,Footwear,Binh Thanh,L,Black,Fall,4.6,No,Debit Card,Express,Yes,Yes,34,Debit Card,Bi-Weekly,1275000
3325,37,Female,T-shirt,Clothing,Nam Tu Liem,S,Red,Fall,3.3,No,Venmo,Standard,No,No,41,Venmo,Weekly,800000
583,40,Male,Jacket,Outerwear,Quoc Oai,L,Turquoise,Spring,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly,1925000
14859,53,Male,Gloves,Clothing,Binh Thanh,L,Violet,Spring,4.4,Yes,Cash,Free Shipping,No,No,19,Cash,Weekly,1050000
4302,33,Male,Jeans,Clothing,Thanh Oai,XL,Maroon,Winter,4.6,No,Credit Card,Next Day Air,No,No,11,Debit Card,Bi-Weekly,1025000
32,33,Male,Dress,Clothing,District 10,L,Brown,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,45,Venmo,Monthly,1975000
12212,47,Male,Pants,Clothing,Binh Thanh,S,Maroon,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,17,Debit Card,Weekly,2250000
40,70,Male,Pants,Clothing,Nha Be,S,Turquoise,Summer,4.2,Yes,Bank Transfer,Express,Yes,Yes,18,Credit Card,Monthly,1500000
8373,25,Male,Dress,Accessories,Go Vap,M,Black,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Monthly,1650000
11787,24,Female,Jeans,Outerwear,Tan Phu,M,Maroon,Spring,5,Yes,Debit Card,Store Pickup,Yes,Yes,23,Venmo,Monthly,2150000
12986,25,Female,Blouse,Clothing,Phuc Tho,M,Gray,Winter,3.9,No,Cash,Store Pickup,Yes,Yes,32,Credit Card,Bi-Weekly,1700000
1576,52,Male,Shirt,Clothing,District 6,M,Turquoise,Spring,3.6,No,Cash,Next Day Air,Yes,Yes,28,Cash,Fortnightly,700000
11188,25,Male,Scarf,Clothing,Phuc Tho,XL,Charcoal,Winter,3.9,Yes,Cash,Next Day Air,No,Yes,4,Debit Card,Bi-Weekly,750000
11036,46,Female,Sweater,Outerwear,District 8,L,White,Winter,4,Yes,Credit Card,Next Day Air,Yes,Yes,13,Cash,Monthly,2025000
10713,33,Male,Jeans,Clothing,Nha Be,M,Maroon,Winter,3.7,Yes,Credit Card,Express,Yes,No,16,Credit Card,Weekly,1675000
12398,24,Male,Blouse,Outerwear,Phu Nhuan,M,Olive,Winter,4.8,Yes,Debit Card,Free Shipping,Yes,Yes,14,Venmo,Bi-Weekly,1300000
12652,50,Female,Blouse,Accessories,Tan Binh,S,White,Winter,3.5,Yes,Venmo,2-Day Shipping,No,Yes,26,PayPal,Bi-Weekly,1725000
1409,58,Male,Blouse,Clothing,Thach That,M,Yellow,Winter,4.1,No,Debit Card,Free Shipping,Yes,Yes,38,Venmo,Weekly,1450000
13760,50,Male,T-shirt,Clothing,Thach That,M,Olive,Winter,4.2,Yes,PayPal,Express,Yes,No,3,Cash,Weekly,1825000
8601,52,Female,Jeans,Clothing,Hoc Mon,L,Olive,Spring,4.4,Yes,Cash,Next Day Air,Yes,No,10,Cash,Annually,1800000
12986,25,Female,Blouse,Clothing,Phuc Tho,M,Gray,Winter,3.9,No,Cash,Store Pickup,Yes,Yes,32,Credit Card,Bi-Weekly,1700000
12682,35,Male,Boots,Clothing,District 9,L,Gray,Winter,4.7,No,PayPal,Next Day Air,Yes,No,39,Credit Card,Bi-Weekly,1300000
4174,27,Female,T-shirt,Clothing,Dan Phuong,M,Black,Winter,4.3,Yes,Bank Transfer,Express,Yes,No,19,Venmo,Weekly,1450000
9496,19,Male,Dress,Clothing,Thach That,M,Gray,Spring,4.4,No,Venmo,Next Day Air,Yes,Yes,25,PayPal,Fortnightly,2275000
13850,46,Female,Boots,Accessories,District 10,S,Black,Summer,4.1,Yes,Bank Transfer,Next Day Air,Yes,Yes,46,Credit Card,Annually,650000
14867,64,Male,Jewelry,Clothing,Nha Be,L,Violet,Winter,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,48,Bank Transfer,Weekly,525000
8920,60,Female,Jeans,Clothing,District 6,M,Blue,Fall,3.6,No,Bank Transfer,Standard,No,Yes,14,PayPal,Bi-Weekly,525000
14311,18,Female,Jacket,Accessories,Thuong Tin,M,Violet,Winter,3.5,Yes,PayPal,Next Day Air,Yes,Yes,41,Credit Card,Monthly,625000
3754,39,Female,Sunglasses,Accessories,Cau Giay,S,Turquoise,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,22,Bank Transfer,Fortnightly,650000
30,31,Male,Dress,Clothing,Tay Ho,S,Black,Fall,4.1,Yes,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Weekly,1200000
13048,69,Female,Shorts,Accessories,Thanh Tri,M,White,Fall,2.6,Yes,Credit Card,Free Shipping,Yes,No,28,Venmo,Weekly,800000
11387,29,Male,Dress,Accessories,District 5,L,Gray,Summer,4.4,Yes,Venmo,2-Day Shipping,No,Yes,15,PayPal,Quarterly,1750000
9528,50,Male,Belt,Clothing,Thanh Xuan,XL,Charcoal,Winter,3.6,Yes,Debit Card,2-Day Shipping,No,Yes,19,Debit Card,Monthly,1250000
15377,47,Male,Backpack,Accessories,Nha Be,M,Blue,Fall,4.2,Yes,Bank Transfer,Standard,Yes,Yes,18,Bank Transfer,Weekly,1825000
12593,27,Male,T-shirt,Clothing,Hoc Mon,M,Violet,Spring,4.4,Yes,Credit Card,Standard,Yes,Yes,41,Venmo,Fortnightly,1850000
3583,23,Female,Shorts,Clothing,Ung Hoa,S,Beige,Summer,3.4,No,Cash,2-Day Shipping,No,No,15,PayPal,Annually,1025000
13652,35,Female,Blouse,Outerwear,Tan Binh,L,Charcoal,Spring,4.1,No,Cash,Standard,Yes,Yes,32,Venmo,Weekly,750000
13574,67,Male,Dress,Clothing,Tay Ho,M,Black,Spring,4.1,Yes,Cash,Next Day Air,No,No,17,Debit Card,Fortnightly,2000000
15102,22,Female,Pants,Outerwear,Binh Thanh,L,Violet,Winter,2.6,Yes,Credit Card,Store Pickup,Yes,Yes,37,Venmo,Bi-Weekly,1100000
11387,29,Male,Dress,Accessories,District 5,L,Gray,Summer,4.4,Yes,Venmo,2-Day Shipping,No,Yes,15,PayPal,Quarterly,1750000
3819,70,Female,Sneakers,Footwear,Thu Duc,XL,Indigo,Winter,3.8,No,Credit Card,Free Shipping,No,No,42,Cash,Monthly,1025000
12236,45,Female,Coat,Clothing,Binh Thanh,M,Olive,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,No,45,Credit Card,Weekly,1000000
10713,33,Male,Jeans,Clothing,Nha Be,M,Maroon,Winter,3.7,Yes,Credit Card,Express,Yes,No,16,Credit Card,Weekly,1675000
1124,36,Male,Hat,Accessories,Go Vap,S,Purple,Fall,2.5,No,Debit Card,Store Pickup,Yes,Yes,38,Cash,Monthly,1675000
3798,68,Female,Sunglasses,Accessories,Long Bien,M,Gray,Summer,2.5,No,Venmo,Next Day Air,No,No,20,Cash,Quarterly,1100000
8542,66,Male,Skirt,Accessories,My Duc,L,Black,Summer,4.1,Yes,Venmo,Express,Yes,Yes,19,Cash,Fortnightly,1425000
13707,22,Female,T-shirt,Clothing,District 3,M,Black,Fall,2.5,Yes,Bank Transfer,Standard,Yes,Yes,23,Credit Card,Weekly,1525000
11452,25,Male,Shirt,Clothing,Ha Dong,M,Olive,Summer,3.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,32,PayPal,Quarterly,1825000
8973,57,Female,Skirt,Clothing,Tay Ho,M,Blue,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,No,49,PayPal,Fortnightly,1500000
8846,20,Female,Shorts,Outerwear,District 11,L,White,Fall,4.4,Yes,Credit Card,2-Day Shipping,Yes,Yes,16,Bank Transfer,Quarterly,1025000
10716,28,Male,Dress,Accessories,Son Tay,L,Black,Spring,4.4,No,Cash,Store Pickup,Yes,No,13,Debit Card,Monthly,1875000
3583,23,Female,Shorts,Clothing,Ung Hoa,S,Beige,Summer,3.4,No,Cash,2-Day Shipping,No,No,15,PayPal,Annually,1025000
12281,19,Male,Sandals,Clothing,Quoc Oai,L,Black,Fall,5,Yes,Venmo,Standard,Yes,Yes,22,Cash,Weekly,1375000
13808,18,Female,Jacket,Clothing,Hoan Kiem,S,Gray,Winter,4.4,No,PayPal,Standard,Yes,Yes,41,Credit Card,Annually,1375000
14722,23,Male,Hoodie,Clothing,Ha Dong,M,Black,Winter,4.6,Yes,Venmo,Next Day Air,No,No,24,PayPal,Monthly,675000
13540,49,Male,Hoodie,Accessories,District 5,L,Turquoise,Summer,4.3,Yes,Bank Transfer,Store Pickup,No,Yes,33,Cash,Weekly,2125000
264,27,Male,Shorts,Clothing,Hai Ba Trung,M,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly,1150000
3689,52,Female,Sunglasses,Accessories,Nam Tu Liem,L,White,Spring,3,No,Venmo,Next Day Air,No,No,8,Cash,Monthly,2275000
1495,43,Male,T-shirt,Clothing,Thanh Tri,M,Gray,Spring,3,No,Bank Transfer,Next Day Air,Yes,Yes,23,Bank Transfer,Fortnightly,1900000
1510,20,Male,Dress,Clothing,Hoc Mon,XL,White,Summer,4.6,No,Credit Card,Free Shipping,Yes,Yes,44,Debit Card,Annually,1350000
305,40,Male,Dress,Clothing,Hai Ba Trung,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2100000
9420,68,Male,Socks,Accessories,District 4,L,Gray,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,900000
12212,47,Male,Pants,Clothing,Binh Thanh,S,Maroon,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,17,Debit Card,Weekly,2250000
3797,40,Female,Shorts,Clothing,District 11,M,Lavender,Fall,3.2,No,Credit Card,Free Shipping,No,No,47,Bank Transfer,Quarterly,2025000
11889,24,Male,T-shirt,Accessories,Dong Anh,S,Black,Spring,4.4,Yes,Venmo,Free Shipping,Yes,Yes,34,Credit Card,Bi-Weekly,950000
15367,31,Female,Sweater,Clothing,Phuc Tho,L,Gray,Winter,3.8,No,Cash,2-Day Shipping,Yes,No,38,Venmo,Quarterly,2075000
14178,68,Male,Dress,Clothing,Nam Tu Liem,L,Black,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,14,Debit Card,Bi-Weekly,1800000
11082,36,Male,Boots,Clothing,Cau Giay,M,Maroon,Spring,4.4,No,Venmo,Free Shipping,Yes,No,25,Venmo,Fortnightly,1075000
4449,28,Female,Pants,Clothing,Ba Dinh,S,Gray,Spring,3.6,Yes,Debit Card,Standard,Yes,Yes,27,Bank Transfer,Monthly,2500000
12602,46,Female,Handbag,Clothing,Hoan Kiem,S,Green,Spring,3.8,No,Bank Transfer,Next Day Air,Yes,Yes,12,Credit Card,Monthly,650000
10719,24,Female,Sneakers,Footwear,Can Gio,M,Black,Winter,4,Yes,Bank Transfer,Free Shipping,No,Yes,37,PayPal,Quarterly,1650000
12317,45,Female,Hoodie,Clothing,Thanh Xuan,M,Maroon,Fall,4.3,Yes,Cash,Standard,Yes,Yes,36,PayPal,Weekly,875000
12068,56,Male,Jeans,Outerwear,Me Linh,M,Violet,Spring,3.6,Yes,Debit Card,Standard,No,Yes,39,Cash,Quarterly,2075000
14110,45,Female,Dress,Clothing,Tan Binh,L,Charcoal,Winter,4.1,Yes,Credit Card,Standard,No,Yes,14,Debit Card,Bi-Weekly,1100000
8784,70,Male,Jacket,Outerwear,Go Vap,L,Gray,Winter,3.9,No,Bank Transfer,Free Shipping,Yes,Yes,39,Bank Transfer,Weekly,1925000
12505,27,Male,Shorts,Clothing,Hoan Kiem,M,Turquoise,Summer,3.8,Yes,Venmo,Store Pickup,Yes,Yes,25,Debit Card,Bi-Weekly,1025000
13605,28,Female,Sneakers,Outerwear,Phu Nhuan,M,Gray,Winter,4.5,Yes,Debit Card,Free Shipping,Yes,No,14,PayPal,Bi-Weekly,2325000
12883,37,Male,Socks,Footwear,Cu Chi,M,Black,Winter,4.7,No,Cash,Next Day Air,Yes,No,41,Venmo,Weekly,1775000
3925,63,Male,Shorts,Clothing,Go Vap,L,Gray,Spring,4.3,Yes,Bank Transfer,2-Day Shipping,No,Yes,9,Debit Card,Quarterly,1050000
15143,20,Male,Socks,Outerwear,Long Bien,L,Gray,Fall,4.5,Yes,Bank Transfer,Free Shipping,Yes,Yes,27,Cash,Bi-Weekly,1175000
15,64,Male,Coat,Outerwear,Bac Tu Liem,L,Teal,Winter,4.7,Yes,PayPal,Free Shipping,Yes,Yes,34,Debit Card,Weekly,1325000
13238,41,Male,Skirt,Clothing,Tan Phu,M,White,Spring,3.6,No,Credit Card,2-Day Shipping,Yes,Yes,47,PayPal,Monthly,1825000
77,50,Male,Hat,Accessories,Soc Son,S,Teal,Summer,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,32,Venmo,Monthly,1075000
4180,70,Male,Shorts,Clothing,Son Tay,M,Black,Fall,3.7,Yes,Cash,2-Day Shipping,No,Yes,10,Cash,Annually,1750000
3754,39,Female,Sunglasses,Accessories,Cau Giay,S,Turquoise,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,22,Bank Transfer,Fortnightly,650000
11964,40,Female,Gloves,Clothing,Thuong Tin,L,Black,Fall,4.2,No,Cash,Free Shipping,Yes,No,29,PayPal,Monthly,650000
13389,67,Male,Hat,Accessories,Thanh Tri,M,Black,Spring,4.3,Yes,Venmo,Next Day Air,Yes,Yes,39,Venmo,Monthly,2425000
3359,56,Female,T-shirt,Clothing,Ha Dong,M,Magenta,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,26,Cash,Annually,1475000
9664,25,Female,Skirt,Footwear,Binh Tan,S,Gray,Summer,2.8,Yes,PayPal,Free Shipping,Yes,Yes,47,Credit Card,Monthly,750000
3798,68,Female,Sunglasses,Accessories,Long Bien,M,Gray,Summer,2.5,No,Venmo,Next Day Air,No,No,20,Cash,Quarterly,1100000
10630,29,Female,Gloves,Footwear,Thanh Xuan,M,Black,Summer,3.1,Yes,PayPal,Standard,Yes,Yes,48,Cash,Annually,2175000
11213,19,Male,Skirt,Clothing,District 8,M,Black,Spring,4,No,Credit Card,2-Day Shipping,Yes,No,10,Cash,Monthly,1350000
13707,22,Female,T-shirt,Clothing,District 3,M,Black,Fall,2.5,Yes,Bank Transfer,Standard,Yes,Yes,23,Credit Card,Weekly,1525000
9170,39,Male,Shoes,Accessories,Hoang Mai,M,Red,Summer,4.5,Yes,Debit Card,2-Day Shipping,Yes,No,35,Venmo,Fortnightly,1150000
9264,58,Male,Scarf,Accessories,Thanh Tri,M,Black,Spring,4.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Venmo,Weekly,1050000
13377,32,Female,Dress,Accessories,Cu Chi,M,Black,Winter,4.2,No,Cash,Store Pickup,Yes,Yes,20,Cash,Bi-Weekly,2125000
11524,69,Male,Sandals,Accessories,Nha Be,XL,White,Fall,3,Yes,Credit Card,Express,Yes,Yes,36,Credit Card,Fortnightly,700000
714,37,Male,Hoodie,Clothing,Bac Tu Liem,M,Lavender,Summer,2.6,Yes,Bank Transfer,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,2250000
8797,56,Female,Sweater,Clothing,Soc Son,S,Green,Summer,3.5,Yes,Cash,Store Pickup,No,No,15,PayPal,Fortnightly,1475000
10194,61,Female,Pants,Accessories,District 6,S,Pink,Spring,3.4,Yes,Venmo,Free Shipping,No,Yes,13,Credit Card,Bi-Weekly,1875000
12042,37,Female,Jewelry,Accessories,Ung Hoa,M,Gray,Fall,3.4,Yes,Debit Card,Free Shipping,No,Yes,26,Cash,Bi-Weekly,1100000
15102,22,Female,Pants,Outerwear,Binh Thanh,L,Violet,Winter,2.6,Yes,Credit Card,Store Pickup,Yes,Yes,37,Venmo,Bi-Weekly,1100000
13707,22,Female,T-shirt,Clothing,District 3,M,Black,Fall,2.5,Yes,Bank Transfer,Standard,Yes,Yes,23,Credit Card,Weekly,1525000
109,70,Male,Socks,Clothing,Hoan Kiem,L,Purple,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly,1975000
11357,62,Male,Shorts,Clothing,Ha Dong,M,Pink,Winter,4.3,No,PayPal,2-Day Shipping,Yes,Yes,32,Cash,Fortnightly,750000
3797,40,Female,Shorts,Clothing,District 11,M,Lavender,Fall,3.2,No,Credit Card,Free Shipping,No,No,47,Bank Transfer,Quarterly,2025000
12273,46,Female,Shoes,Clothing,Bac Tu Liem,L,Black,Winter,4.1,No,Debit Card,Store Pickup,Yes,No,43,Cash,Annually,1400000
9559,63,Male,Sandals,Outerwear,Binh Chanh,M,Maroon,Fall,3.9,Yes,Bank Transfer,Express,Yes,Yes,8,PayPal,Weekly,1700000
13574,67,Male,Dress,Clothing,Tay Ho,M,Black,Spring,4.1,Yes,Cash,Next Day Air,No,No,17,Debit Card,Fortnightly,2000000
669,49,Male,T-shirt,Clothing,Hoan Kiem,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35,Bank Transfer,Monthly,2125000
1692,64,Male,Shoes,Footwear,Phu Nhuan,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4,Cash,Annually,1525000
765,55,Male,Skirt,Clothing,Thach That,XL,Silver,Fall,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,975000
4174,27,Female,T-shirt,Clothing,Dan Phuong,M,Black,Winter,4.3,Yes,Bank Transfer,Express,Yes,No,19,Venmo,Weekly,1450000
3925,63,Male,Shorts,Clothing,Go Vap,L,Gray,Spring,4.3,Yes,Bank Transfer,2-Day Shipping,No,Yes,9,Debit Card,Quarterly,1050000
10440,34,Male,Dress,Accessories,Phuc Tho,L,Green,Winter,3.8,No,Bank Transfer,Free Shipping,Yes,Yes,32,Cash,Bi-Weekly,1350000
4157,59,Male,Sandals,Footwear,Hoc Mon,M,Black,Winter,3.7,Yes,Venmo,Next Day Air,Yes,No,27,Cash,Bi-Weekly,1300000
14368,69,Male,Pants,Outerwear,Thu Duc,XL,Black,Spring,4.6,Yes,Venmo,Store Pickup,No,No,23,Venmo,Fortnightly,825000
13297,20,Male,Shirt,Clothing,Son Tay,M,Gray,Fall,4.4,Yes,Cash,Express,Yes,Yes,26,Venmo,Bi-Weekly,1025000
9968,25,Male,Pants,Clothing,Phu Nhuan,L,Gray,Winter,4.9,No,Credit Card,2-Day Shipping,No,No,45,Debit Card,Quarterly,1800000
10350,70,Female,Jewelry,Footwear,Thuong Tin,XL,Blue,Fall,4.2,No,Debit Card,Next Day Air,Yes,No,42,Debit Card,Annually,1475000
9963,40,Male,Jacket,Clothing,Hoc Mon,L,Gray,Spring,3.3,Yes,Debit Card,Store Pickup,Yes,Yes,25,PayPal,Fortnightly,2050000
12675,20,Male,Skirt,Accessories,District 9,S,Pink,Spring,4.1,Yes,Debit Card,Next Day Air,Yes,Yes,17,PayPal,Bi-Weekly,1925000
10861,60,Female,Handbag,Accessories,District 7,S,Red,Winter,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Weekly,1925000
11776,55,Male,Skirt,Accessories,Thanh Xuan,XL,Green,Summer,4.1,Yes,Credit Card,Express,Yes,Yes,13,Debit Card,Weekly,1000000
12835,22,Female,Jacket,Clothing,Ha Dong,L,Black,Spring,2.7,Yes,Venmo,Store Pickup,Yes,No,9,Bank Transfer,Weekly,575000
